SKU_ID,Drug_Name,Category,Storage_Req,Current_Stock,Monthly_Demand,Unit_Cost_GBP,Lead_Time_Base_Days,Route,Customs_Delay_Factor,Predicted_Lead_Time,Stock_Runway_Days,Risk_Score
PH-UK-1411,Pembrolizumab,Statin,Ambient,837,3081,472.73,13,Eurotunnel,2.7495487952115383,35.7,8.1,100.0
PH-UK-1412,Atorvastatin,Antibiotic,Ambient,1089,4086,416.86,6,Eurotunnel,1.5538989318497902,9.3,8.0,100.0
PH-UK-1413,Salbutamol,Emergency,Ambient,3958,1188,275.25,11,Dover-Calais,2.708015472288941,29.8,99.9,0.0
PH-UK-1414,Insulin,Statin,Ambient,1585,1443,117.28,11,Dover-Calais,1.9788720839623672,21.8,33.0,99.4
PH-UK-1415,Pembrolizumab,Oncology,Ambient,4840,1358,27.22,6,Eurotunnel,2.9141911937079357,17.5,106.9,0.0
PH-UK-1416,Atorvastatin,Inhaler,Ambient,4557,4277,466.82,9,Eurotunnel,2.7099605708791636,24.4,32.0,100.0
PH-UK-1417,Pembrolizumab,Statin,Cold Chain,1368,2992,369.2,6,Eurotunnel,2.6900258080979684,16.1,13.7,100.0
PH-UK-1418,Insulin,Emergency,Cold Chain,1808,2021,193.38,9,Felixstowe,1.1,9.9,26.8,76.1
PH-UK-1419,Amoxicillin,Biologic,Ambient,890,1557,257.46,14,Eurotunnel,1.6264269782860423,22.8,17.1,100.0
PH-UK-1420,Atorvastatin,Statin,Cold Chain,1899,4149,476.46,13,Eurotunnel,2.0376474614528775,26.5,13.7,100.0
PH-UK-1421,Atorvastatin,Statin,Ambient,3927,1330,92.16,13,Dover-Calais,1.6740378520123236,21.8,88.6,0.0
PH-UK-1422,Salbutamol,Emergency,Cold Chain,3611,1174,315.52,11,Eurotunnel,2.646474825701661,29.1,92.3,2.700000000000017
PH-UK-1423,Adrenaline,Statin,Ambient,4977,3158,73.78,12,Eurotunnel,2.758014277515314,33.1,47.3,100.0
PH-UK-1424,Pembrolizumab,Antibiotic,Cold Chain,4659,3610,286.03,11,Dover-Calais,2.2024416329689025,24.2,38.7,95.19999999999999
PH-UK-1425,Atorvastatin,Inhaler,Cold Chain,4846,3226,11.68,7,Heathrow Air,1.1,7.7,45.1,32.9
PH-UK-1426,Amoxicillin,Emergency,Cold Chain,1785,1512,153.22,10,Felixstowe,1.1,11.0,35.4,62.2
PH-UK-1427,Amoxicillin,Oncology,Ambient,831,3822,459.36,9,Heathrow Air,1.1,9.9,6.5,100.0
PH-UK-1428,Adrenaline,Emergency,Ambient,1569,2766,70.73,6,Dover-Calais,2.5027602543229768,15.0,17.0,100.0
PH-UK-1429,Atorvastatin,Biologic,Ambient,3892,3196,383.0,9,Eurotunnel,2.516601644769456,22.6,36.5,94.80000000000001
PH-UK-1430,Atorvastatin,Oncology,Ambient,4247,3953,14.9,5,Eurotunnel,1.663286018500728,8.3,32.2,60.5
PH-UK-1431,Atorvastatin,Inhaler,Cold Chain,3064,3824,414.51,10,Dover-Calais,1.6036558673299397,16.0,24.0,100.0
PH-UK-1432,Amoxicillin,Emergency,Ambient,1165,3662,493.71,14,Heathrow Air,1.1,15.4,9.5,100.0
PH-UK-1433,Pembrolizumab,Inhaler,Ambient,2159,2352,403.0,14,Eurotunnel,2.031900565423841,28.4,27.5,100.0
PH-UK-1434,Pembrolizumab,Antibiotic,Ambient,728,1553,254.3,14,Eurotunnel,1.8213747658661255,25.5,14.1,100.0
PH-UK-1435,Pembrolizumab,Biologic,Cold Chain,4172,4492,298.59,6,Felixstowe,1.1,6.6,27.9,64.0
PH-UK-1436,Adrenaline,Emergency,Cold Chain,2811,1416,480.5,12,Eurotunnel,1.9518806550476033,23.4,59.6,50.999999999999986
PH-UK-1437,Adrenaline,Antibiotic,Ambient,2632,4048,376.54,9,Eurotunnel,2.9075498693702357,26.2,19.5,100.0
PH-UK-1438,Salbutamol,Oncology,Ambient,1009,2475,480.04,11,Eurotunnel,2.3658795574637113,26.0,12.2,100.0
PH-UK-1439,Amoxicillin,Emergency,Cold Chain,1411,3782,153.24,8,Felixstowe,1.1,8.8,11.2,100.0
PH-UK-1440,Atorvastatin,Inhaler,Ambient,815,2303,219.63,6,Eurotunnel,2.6088908273432816,15.7,10.6,100.0
PH-UK-1441,Atorvastatin,Antibiotic,Cold Chain,4141,2371,118.23,7,Dover-Calais,2.7356293079889435,19.1,52.4,52.50000000000001
PH-UK-1442,Salbutamol,Antibiotic,Ambient,2380,1455,24.07,10,Eurotunnel,2.7812716977320524,27.8,49.1,85.2
PH-UK-1443,Amoxicillin,Antibiotic,Cold Chain,1380,3564,299.89,5,Eurotunnel,1.8176459738084643,9.1,11.6,100.0
PH-UK-1444,Amoxicillin,Emergency,Cold Chain,1617,1172,21.87,10,Heathrow Air,1.1,11.0,41.4,50.2
PH-UK-1445,Adrenaline,Inhaler,Cold Chain,3264,3377,345.53,7,Dover-Calais,1.5620329599082097,10.9,29.0,74.7
PH-UK-1446,Salbutamol,Biologic,Cold Chain,2288,3575,450.97,12,Eurotunnel,2.7390207777188342,32.9,19.2,100.0
PH-UK-1447,Salbutamol,Statin,Ambient,4827,3000,176.24,14,Felixstowe,1.1,15.4,48.3,49.60000000000001
PH-UK-1448,Amoxicillin,Oncology,Cold Chain,3990,3872,53.53,11,Felixstowe,1.1,12.1,30.9,74.5
PH-UK-1449,Insulin,Emergency,Cold Chain,3552,2020,244.51,12,Eurotunnel,2.4782112851248828,29.7,52.8,83.5
PH-UK-1450,Atorvastatin,Statin,Cold Chain,500,3646,119.13,8,Dover-Calais,2.228252459326738,17.8,4.1,100.0
PH-UK-1451,Insulin,Emergency,Ambient,4655,3609,378.31,14,Eurotunnel,1.8894616647439646,26.5,38.7,100.0
PH-UK-1452,Amoxicillin,Biologic,Cold Chain,2099,3846,49.56,9,Dover-Calais,1.767020842489564,15.9,16.4,100.0
PH-UK-1453,Salbutamol,Emergency,Cold Chain,834,1867,19.54,11,Felixstowe,1.1,12.1,13.4,100.0
PH-UK-1454,Salbutamol,Biologic,Ambient,982,3299,473.08,13,Dover-Calais,2.2825297412218815,29.7,8.9,100.0
PH-UK-1455,Adrenaline,Biologic,Ambient,4603,4011,175.05,10,Eurotunnel,1.7941312149200157,17.9,34.4,84.9
PH-UK-1456,Pembrolizumab,Statin,Cold Chain,4776,2988,413.45,13,Felixstowe,1.1,14.3,48.0,46.900000000000006
PH-UK-1457,Salbutamol,Biologic,Ambient,3917,4274,227.54,12,Dover-Calais,1.963332252575131,23.6,27.5,100.0
PH-UK-1458,Atorvastatin,Antibiotic,Ambient,2927,1542,304.72,10,Heathrow Air,1.1,11.0,56.9,19.200000000000003
PH-UK-1459,Amoxicillin,Oncology,Cold Chain,894,3658,478.01,12,Dover-Calais,1.5805740718307253,19.0,7.3,100.0
PH-UK-1460,Salbutamol,Antibiotic,Ambient,4552,2351,437.18,7,Eurotunnel,2.608298121219741,18.3,58.1,38.7
PH-UK-1461,Atorvastatin,Biologic,Ambient,753,1224,476.0,9,Dover-Calais,2.621217571032681,23.6,18.5,100.0
PH-UK-1462,Atorvastatin,Emergency,Cold Chain,509,1588,404.88,5,Dover-Calais,2.672141577905429,13.4,9.6,100.0
PH-UK-1463,Amoxicillin,Inhaler,Cold Chain,4800,2567,428.97,6,Eurotunnel,1.666510396695133,10.0,56.1,17.799999999999997
PH-UK-1464,Adrenaline,Emergency,Cold Chain,1150,1963,173.3,7,Felixstowe,1.1,7.7,17.6,87.9
PH-UK-1465,Pembrolizumab,Biologic,Cold Chain,4198,3631,135.22,14,Eurotunnel,1.6300153110418232,22.8,34.7,99.0
PH-UK-1466,Insulin,Biologic,Cold Chain,1680,1038,121.55,6,Felixstowe,1.1,6.6,48.6,22.599999999999994
PH-UK-1467,Salbutamol,Statin,Ambient,4030,2967,16.87,11,Dover-Calais,2.9310525408350765,32.2,40.7,100.0
PH-UK-1468,Amoxicillin,Biologic,Cold Chain,4093,2092,126.13,5,Dover-Calais,2.922620938396939,14.6,58.7,26.39999999999999
PH-UK-1469,Amoxicillin,Statin,Ambient,1253,2290,339.29,12,Dover-Calais,2.843810494873104,34.1,16.4,100.0
PH-UK-1470,Amoxicillin,Emergency,Ambient,3340,4200,62.05,9,Dover-Calais,2.3769607560005137,21.4,23.9,100.0
PH-UK-1471,Salbutamol,Statin,Cold Chain,4979,4038,393.61,12,Felixstowe,1.1,13.2,37.0,65.6
PH-UK-1472,Insulin,Oncology,Ambient,3540,3816,234.56,6,Dover-Calais,2.5261981793404686,15.2,27.8,90.0
PH-UK-1473,Pembrolizumab,Emergency,Ambient,1609,3683,388.47,11,Dover-Calais,1.9735900771089971,21.7,13.1,100.0
PH-UK-1474,Amoxicillin,Emergency,Ambient,2810,3123,376.9,11,Felixstowe,1.1,12.1,27.0,82.3
PH-UK-1475,Pembrolizumab,Emergency,Cold Chain,2628,1053,284.74,8,Eurotunnel,2.1636487273213687,17.3,74.9,2.0999999999999943
PH-UK-1476,Salbutamol,Oncology,Cold Chain,1989,3295,222.21,11,Dover-Calais,2.704978559601231,29.8,18.1,100.0
PH-UK-1477,Insulin,Oncology,Ambient,4977,3983,240.0,5,Eurotunnel,1.8736307119928737,9.4,37.5,53.2
PH-UK-1478,Insulin,Statin,Cold Chain,4930,3827,379.58,12,Eurotunnel,2.6331940079824427,31.6,38.6,100.0
PH-UK-1479,Insulin,Antibiotic,Ambient,3947,3611,291.5,6,Dover-Calais,2.347067000402043,14.1,32.8,76.7
PH-UK-1480,Pembrolizumab,Inhaler,Cold Chain,1020,3763,481.23,10,Dover-Calais,2.0285533415166097,20.3,8.1,100.0
PH-UK-1481,Amoxicillin,Inhaler,Ambient,4806,2698,47.61,7,Dover-Calais,1.9698350025766043,13.8,53.4,34.60000000000001
PH-UK-1482,Salbutamol,Inhaler,Cold Chain,2864,3625,318.46,14,Felixstowe,1.1,15.4,23.7,98.80000000000001
PH-UK-1483,Salbutamol,Statin,Cold Chain,4245,1915,33.02,12,Dover-Calais,2.2583880427130536,27.1,66.5,48.30000000000001
PH-UK-1484,Insulin,Inhaler,Cold Chain,2142,1450,399.31,14,Felixstowe,1.1,15.4,44.3,57.60000000000001
PH-UK-1485,Insulin,Antibiotic,Cold Chain,3935,4092,466.38,7,Felixstowe,1.1,7.7,28.8,65.5
PH-UK-1486,Adrenaline,Statin,Ambient,4101,4393,362.16,10,Dover-Calais,2.787807017964246,27.9,28.0,100.0
PH-UK-1487,Pembrolizumab,Antibiotic,Cold Chain,3860,2039,498.26,14,Felixstowe,1.1,15.4,56.8,32.60000000000001
PH-UK-1488,Insulin,Oncology,Ambient,1874,2786,292.16,9,Dover-Calais,2.301206673496987,20.7,20.2,100.0
PH-UK-1489,Atorvastatin,Oncology,Ambient,4820,2582,243.24,11,Eurotunnel,2.787161423749911,30.7,56.0,80.1
PH-UK-1490,Insulin,Statin,Ambient,1566,3393,18.62,5,Dover-Calais,2.7290241111511353,13.6,13.8,100.0
PH-UK-1491,Atorvastatin,Inhaler,Cold Chain,1268,1522,190.37,6,Dover-Calais,2.5723650902324016,15.4,25.0,96.2
PH-UK-1492,Pembrolizumab,Inhaler,Cold Chain,3499,1582,39.06,12,Eurotunnel,2.405675046612669,28.9,66.4,53.89999999999998
PH-UK-1493,Pembrolizumab,Emergency,Ambient,4332,4392,331.34,7,Felixstowe,1.1,7.7,29.6,63.9
PH-UK-1494,Pembrolizumab,Emergency,Cold Chain,1072,2848,131.9,9,Felixstowe,1.1,9.9,11.3,100.0
PH-UK-1495,Amoxicillin,Oncology,Cold Chain,2100,4336,347.37,8,Dover-Calais,1.7960501124380106,14.4,14.5,100.0
PH-UK-1496,Salbutamol,Biologic,Ambient,4095,823,341.66,5,Dover-Calais,1.5944746699799448,8.0,149.3,0.0
PH-UK-1497,Adrenaline,Inhaler,Ambient,1155,1230,411.88,12,Dover-Calais,2.4797987635633225,29.8,28.2,100.0
PH-UK-1498,Amoxicillin,Statin,Ambient,1555,932,166.66,11,Felixstowe,1.1,12.1,50.1,36.099999999999994
PH-UK-1499,Atorvastatin,Antibiotic,Ambient,4046,3249,234.45,12,Dover-Calais,2.744479808992305,32.9,37.4,100.0
PH-UK-1500,Adrenaline,Biologic,Ambient,2040,3440,212.39,5,Eurotunnel,1.8724237478322519,9.4,17.8,92.60000000000001
PH-UK-1501,Amoxicillin,Oncology,Cold Chain,4126,4013,249.0,7,Heathrow Air,1.1,7.7,30.8,61.5
PH-UK-1502,Insulin,Biologic,Ambient,1966,1258,427.26,8,Heathrow Air,1.1,8.8,46.9,32.60000000000001
PH-UK-1503,Adrenaline,Emergency,Cold Chain,2252,2512,217.83,10,Felixstowe,1.1,11.0,26.9,79.2
PH-UK-1504,Pembrolizumab,Inhaler,Cold Chain,2185,4352,453.66,14,Felixstowe,1.1,15.4,15.1,100.0
PH-UK-1505,Adrenaline,Statin,Ambient,2446,3095,31.66,9,Felixstowe,1.1,9.9,23.7,82.30000000000001
PH-UK-1506,Amoxicillin,Emergency,Cold Chain,1286,4495,162.19,6,Dover-Calais,2.956775290646557,17.7,8.6,100.0
PH-UK-1507,Pembrolizumab,Oncology,Cold Chain,3787,1067,264.24,11,Dover-Calais,1.8893194627557799,20.8,106.5,0.0
PH-UK-1508,Atorvastatin,Antibiotic,Cold Chain,4849,1802,77.22,13,Dover-Calais,1.546974030132839,20.1,80.7,0.0
PH-UK-1509,Atorvastatin,Biologic,Ambient,2537,2527,326.26,6,Felixstowe,1.1,6.6,30.1,59.599999999999994
PH-UK-1510,Amoxicillin,Emergency,Cold Chain,988,3414,475.01,5,Dover-Calais,2.978202712639299,14.9,8.7,100.0
PH-UK-1511,Adrenaline,Emergency,Cold Chain,2029,1852,184.42,6,Dover-Calais,1.945451769530568,11.7,32.9,69.3
PH-UK-1512,Pembrolizumab,Emergency,Ambient,4904,3818,143.42,6,Dover-Calais,2.293324538927096,13.8,38.5,64.4
PH-UK-1513,Salbutamol,Oncology,Ambient,4356,1780,344.37,5,Felixstowe,1.1,5.5,73.4,0.0
PH-UK-1514,Amoxicillin,Emergency,Cold Chain,4879,2010,399.68,12,Eurotunnel,2.6593369927901005,31.9,72.8,50.099999999999994
PH-UK-1515,Pembrolizumab,Antibiotic,Cold Chain,2976,2155,438.73,14,Eurotunnel,2.9987719383865676,42.0,41.4,100.0
PH-UK-1516,Salbutamol,Oncology,Ambient,3948,964,483.12,7,Dover-Calais,2.63876266492357,18.5,122.9,0.0
PH-UK-1517,Pembrolizumab,Oncology,Cold Chain,4845,3873,264.19,10,Dover-Calais,2.642788364489091,26.4,37.5,100.0
PH-UK-1518,Adrenaline,Statin,Cold Chain,1707,2825,91.11,11,Eurotunnel,2.5382125822266266,27.9,18.1,100.0
PH-UK-1519,Adrenaline,Statin,Ambient,4670,4168,66.68,5,Dover-Calais,2.7474502012662763,13.7,33.6,73.89999999999999
PH-UK-1520,Salbutamol,Oncology,Ambient,2677,3581,172.03,7,Eurotunnel,2.025616355719331,14.2,22.4,97.8
PH-UK-1521,Atorvastatin,Statin,Cold Chain,2185,2949,255.5,6,Dover-Calais,1.7743309387949775,10.6,22.2,87.4
PH-UK-1522,Atorvastatin,Oncology,Ambient,4913,1012,47.64,10,Felixstowe,1.1,11.0,145.6,0.0
PH-UK-1523,Pembrolizumab,Emergency,Ambient,3154,3791,262.77,11,Eurotunnel,2.280474488392233,25.1,25.0,100.0
PH-UK-1524,Pembrolizumab,Oncology,Ambient,4118,1642,140.59,12,Dover-Calais,1.648143256275949,19.8,75.2,9.0
PH-UK-1525,Amoxicillin,Inhaler,Ambient,2597,2625,92.92,6,Eurotunnel,2.9611682899369383,17.8,29.7,94.0
PH-UK-1526,Adrenaline,Biologic,Ambient,3937,3086,201.11,11,Felixstowe,1.1,12.1,38.3,59.7
PH-UK-1527,Amoxicillin,Emergency,Cold Chain,750,2540,148.69,13,Eurotunnel,1.9000938681484492,24.7,8.9,100.0
PH-UK-1528,Atorvastatin,Biologic,Ambient,3297,4135,266.47,12,Felixstowe,1.1,13.2,23.9,91.8
PH-UK-1529,Insulin,Inhaler,Cold Chain,906,1837,264.94,11,Felixstowe,1.1,12.1,14.8,100.0
PH-UK-1530,Adrenaline,Statin,Cold Chain,1661,3195,119.83,5,Eurotunnel,1.645922625427853,8.2,15.6,93.39999999999999
PH-UK-1531,Insulin,Biologic,Ambient,1659,4134,434.99,11,Dover-Calais,2.3309790734213642,25.6,12.0,100.0
PH-UK-1532,Insulin,Statin,Ambient,3360,3430,383.72,14,Felixstowe,1.1,15.4,29.4,87.4
PH-UK-1533,Atorvastatin,Antibiotic,Cold Chain,2879,2843,223.17,14,Felixstowe,1.1,15.4,30.4,85.4
PH-UK-1534,Atorvastatin,Inhaler,Ambient,3342,1697,331.7,9,Heathrow Air,1.1,9.9,59.1,11.5
PH-UK-1535,Adrenaline,Biologic,Cold Chain,2655,3757,425.35,6,Eurotunnel,2.6557831831964847,15.9,21.2,100.0
PH-UK-1536,Atorvastatin,Statin,Cold Chain,501,4236,119.23,9,Eurotunnel,1.5203327971817875,13.7,3.5,100.0
PH-UK-1537,Atorvastatin,Emergency,Cold Chain,4356,2061,183.08,14,Dover-Calais,2.8237971116998937,39.5,63.4,91.7
PH-UK-1538,Insulin,Emergency,Cold Chain,4617,2051,402.69,14,Dover-Calais,2.55373733601341,35.8,67.5,72.39999999999999
PH-UK-1539,Amoxicillin,Oncology,Ambient,4935,4147,448.82,13,Dover-Calais,2.9158613360232013,37.9,35.7,100.0
PH-UK-1540,Atorvastatin,Statin,Cold Chain,690,4471,248.96,5,Dover-Calais,2.033926642312541,10.2,4.6,100.0
PH-UK-1541,Salbutamol,Statin,Ambient,1596,965,241.45,5,Dover-Calais,2.9852663862765922,14.9,49.6,45.5
PH-UK-1542,Salbutamol,Inhaler,Cold Chain,4639,1959,17.07,5,Dover-Calais,1.6431596985223793,8.2,71.0,0.0
PH-UK-1543,Salbutamol,Biologic,Cold Chain,853,2351,338.03,14,Dover-Calais,2.4758039784810015,34.7,10.9,100.0
PH-UK-1544,Pembrolizumab,Inhaler,Ambient,3472,3356,454.08,6,Eurotunnel,1.9474578872311055,11.7,31.0,73.1
PH-UK-1545,Pembrolizumab,Biologic,Cold Chain,3345,3321,494.09,9,Eurotunnel,2.8871491005332865,26.0,30.2,100.0
PH-UK-1546,Amoxicillin,Antibiotic,Cold Chain,3711,3435,396.36,6,Eurotunnel,1.9333354073763176,11.6,32.4,70.0
PH-UK-1547,Pembrolizumab,Inhaler,Ambient,1278,892,349.89,5,Felixstowe,1.1,5.5,43.0,30.5
PH-UK-1548,Adrenaline,Emergency,Cold Chain,2639,2352,426.02,9,Dover-Calais,2.609757564457631,23.5,33.7,100.0
PH-UK-1549,Pembrolizumab,Biologic,Ambient,3956,4129,16.74,9,Eurotunnel,2.8886808424048125,26.0,28.7,100.0
PH-UK-1550,Salbutamol,Antibiotic,Cold Chain,3758,2455,55.59,6,Eurotunnel,1.7074783255545058,10.2,45.9,38.8
PH-UK-1551,Adrenaline,Antibiotic,Cold Chain,2659,1562,188.59,14,Heathrow Air,1.1,15.4,51.1,44.0
PH-UK-1552,Atorvastatin,Biologic,Cold Chain,4414,3067,420.8,12,Dover-Calais,2.7736213637096205,33.3,43.2,100.0
PH-UK-1553,Atorvastatin,Antibiotic,Cold Chain,2600,3387,109.94,14,Eurotunnel,1.6768822084790778,23.5,23.0,100.0
PH-UK-1554,Salbutamol,Oncology,Cold Chain,2615,3598,264.74,11,Felixstowe,1.1,12.1,21.8,92.69999999999999
PH-UK-1555,Amoxicillin,Oncology,Ambient,1309,4317,232.47,8,Eurotunnel,2.213979905500378,17.7,9.1,100.0
PH-UK-1556,Adrenaline,Oncology,Ambient,954,1152,358.41,13,Eurotunnel,2.695878431200331,35.0,24.8,100.0
PH-UK-1557,Adrenaline,Inhaler,Ambient,4360,3939,390.71,6,Dover-Calais,2.353654254005223,14.1,33.2,75.89999999999999
PH-UK-1558,Amoxicillin,Antibiotic,Cold Chain,4123,1702,361.32,12,Dover-Calais,2.3218780349233863,27.9,72.7,38.29999999999998
PH-UK-1559,Adrenaline,Statin,Ambient,1245,3038,68.12,5,Eurotunnel,2.668354794147849,13.3,12.3,100.0
PH-UK-1560,Salbutamol,Inhaler,Ambient,2222,2963,208.19,5,Eurotunnel,2.6258145360643272,13.1,22.5,94.3
PH-UK-1561,Insulin,Inhaler,Cold Chain,561,2080,239.58,12,Eurotunnel,2.958707411821593,35.5,8.1,100.0
PH-UK-1562,Insulin,Emergency,Cold Chain,4032,3061,279.97,14,Heathrow Air,1.1,15.4,39.5,67.2
PH-UK-1563,Salbutamol,Biologic,Ambient,541,3249,149.13,8,Eurotunnel,2.519909539813568,20.2,5.0,100.0
PH-UK-1564,Insulin,Inhaler,Cold Chain,2641,4497,71.92,14,Dover-Calais,2.1254472573857566,29.8,17.6,100.0
PH-UK-1565,Salbutamol,Oncology,Cold Chain,3211,2813,261.86,6,Felixstowe,1.1,6.6,34.2,51.39999999999999
PH-UK-1566,Insulin,Oncology,Ambient,4573,4449,405.16,8,Heathrow Air,1.1,8.8,30.8,64.8
PH-UK-1567,Amoxicillin,Statin,Cold Chain,3437,2812,150.92,10,Dover-Calais,2.5924682323778,25.9,36.7,100.0
PH-UK-1568,Pembrolizumab,Biologic,Cold Chain,744,3500,303.14,7,Felixstowe,1.1,7.7,6.4,100.0
PH-UK-1569,Amoxicillin,Emergency,Ambient,3967,4162,453.83,14,Dover-Calais,2.2843196158668473,32.0,28.6,100.0
PH-UK-1570,Amoxicillin,Biologic,Cold Chain,2212,2194,72.31,13,Dover-Calais,1.8100921165201014,23.5,30.2,100.0
PH-UK-1571,Insulin,Statin,Ambient,1418,1781,224.15,11,Dover-Calais,2.184377145540708,24.0,23.9,100.0
PH-UK-1572,Adrenaline,Emergency,Ambient,735,3346,480.19,9,Dover-Calais,2.270317932714727,20.4,6.6,100.0
PH-UK-1573,Adrenaline,Biologic,Cold Chain,4557,4353,88.16,12,Eurotunnel,1.538316078356624,18.5,31.4,92.7
PH-UK-1574,Insulin,Emergency,Ambient,4600,1843,229.83,6,Eurotunnel,1.640733844028845,9.8,74.9,0.0
PH-UK-1575,Salbutamol,Biologic,Cold Chain,3320,2070,336.1,8,Heathrow Air,1.1,8.8,48.1,30.2
PH-UK-1576,Insulin,Oncology,Cold Chain,2452,2523,196.6,10,Eurotunnel,2.8472269040314493,28.5,29.2,100.0
PH-UK-1577,Salbutamol,Statin,Cold Chain,3063,2340,474.44,7,Eurotunnel,2.1479522359097585,15.0,39.3,66.4
PH-UK-1578,Pembrolizumab,Oncology,Cold Chain,2178,1247,59.08,13,Felixstowe,1.1,14.3,52.4,38.10000000000001
PH-UK-1579,Amoxicillin,Antibiotic,Ambient,1230,2228,130.95,8,Dover-Calais,2.297990056908427,18.4,16.6,100.0
PH-UK-1580,Insulin,Biologic,Cold Chain,842,834,314.92,6,Heathrow Air,1.1,6.6,30.3,59.199999999999996
PH-UK-1581,Salbutamol,Antibiotic,Ambient,1987,3582,82.13,8,Dover-Calais,1.851391689256563,14.8,16.6,100.0
PH-UK-1582,Salbutamol,Antibiotic,Cold Chain,4666,3837,151.83,7,Eurotunnel,1.7529353497489732,12.3,36.5,63.900000000000006
PH-UK-1583,Salbutamol,Emergency,Ambient,4939,1710,384.37,7,Felixstowe,1.1,7.7,86.6,0.0
PH-UK-1584,Atorvastatin,Inhaler,Ambient,1651,2942,143.24,11,Heathrow Air,1.1,12.1,16.8,100.0
PH-UK-1585,Pembrolizumab,Emergency,Cold Chain,3221,1263,467.51,6,Dover-Calais,2.114838657886073,12.7,76.5,0.0
PH-UK-1586,Pembrolizumab,Oncology,Ambient,2137,3179,490.98,14,Heathrow Air,1.1,15.4,20.2,100.0
PH-UK-1587,Insulin,Biologic,Ambient,1837,2421,224.35,10,Dover-Calais,1.7758839865876137,17.8,22.8,100.0
PH-UK-1588,Insulin,Emergency,Cold Chain,3933,1811,350.09,11,Felixstowe,1.1,12.1,65.2,5.8999999999999915
PH-UK-1589,Amoxicillin,Statin,Cold Chain,3841,1920,433.65,12,Felixstowe,1.1,13.2,60.0,19.599999999999994
PH-UK-1590,Salbutamol,Statin,Cold Chain,3828,831,422.31,5,Felixstowe,1.1,5.5,138.2,0.0
PH-UK-1591,Amoxicillin,Inhaler,Cold Chain,1677,3762,497.27,11,Heathrow Air,1.1,12.1,13.4,100.0
PH-UK-1592,Atorvastatin,Emergency,Ambient,1428,1779,157.49,13,Eurotunnel,1.7189143888560994,22.3,24.1,100.0
PH-UK-1593,Adrenaline,Statin,Cold Chain,2038,3380,107.1,5,Eurotunnel,2.039216086150363,10.2,18.1,94.39999999999999
PH-UK-1594,Salbutamol,Oncology,Cold Chain,744,4102,408.87,7,Heathrow Air,1.1,7.7,5.4,100.0
PH-UK-1595,Pembrolizumab,Inhaler,Ambient,1545,3908,260.79,5,Eurotunnel,2.567114003685547,12.8,11.9,100.0
PH-UK-1596,Adrenaline,Inhaler,Ambient,505,4017,336.49,11,Dover-Calais,1.9763929104294962,21.7,3.8,100.0
PH-UK-1597,Insulin,Emergency,Ambient,2519,2554,176.1,13,Eurotunnel,2.0145421956073393,26.2,29.6,100.0
PH-UK-1598,Insulin,Inhaler,Ambient,829,2043,97.75,14,Felixstowe,1.1,15.4,12.2,100.0
PH-UK-1599,Insulin,Statin,Cold Chain,4585,2666,381.66,10,Dover-Calais,1.6244069819254985,16.2,51.6,45.39999999999999
PH-UK-1600,Atorvastatin,Oncology,Ambient,2740,4264,126.81,10,Eurotunnel,2.6951063108708015,27.0,19.3,100.0
PH-UK-1601,Salbutamol,Statin,Cold Chain,2609,2130,341.94,9,Dover-Calais,2.607898166000699,23.5,36.7,97.1
PH-UK-1602,Insulin,Inhaler,Cold Chain,4514,3799,187.36,14,Dover-Calais,1.830180042846826,25.6,35.6,100.0
PH-UK-1603,Amoxicillin,Antibiotic,Ambient,4242,2433,478.09,5,Dover-Calais,2.506088637552238,12.5,52.3,32.900000000000006
PH-UK-1604,Amoxicillin,Inhaler,Cold Chain,866,1854,352.83,10,Felixstowe,1.1,11.0,14.0,100.0
PH-UK-1605,Atorvastatin,Statin,Ambient,782,3998,321.24,7,Dover-Calais,2.0831822051141566,14.6,5.9,100.0
PH-UK-1606,Pembrolizumab,Oncology,Ambient,2747,1696,456.27,14,Eurotunnel,2.013884096602257,28.2,48.6,87.39999999999999
PH-UK-1607,Amoxicillin,Biologic,Ambient,1010,3583,275.17,11,Dover-Calais,2.1858771705052162,24.0,8.5,100.0
PH-UK-1608,Amoxicillin,Oncology,Ambient,4520,2731,446.05,11,Felixstowe,1.1,12.1,49.7,36.89999999999999
PH-UK-1609,Adrenaline,Emergency,Ambient,3646,3062,498.88,6,Dover-Calais,1.9646772436503255,11.8,35.7,64.0
PH-UK-1610,Insulin,Emergency,Ambient,4752,1244,256.11,6,Eurotunnel,2.568953607165067,15.4,114.6,0.0
PH-UK-1611,Insulin,Biologic,Ambient,1199,2600,291.46,14,Dover-Calais,2.738310818239081,38.3,13.8,100.0
PH-UK-1612,Amoxicillin,Statin,Ambient,712,3984,136.58,5,Dover-Calais,1.5972497028306754,8.0,5.4,100.0
PH-UK-1613,Atorvastatin,Biologic,Cold Chain,2857,2964,191.58,7,Heathrow Air,1.1,7.7,28.9,65.30000000000001
PH-UK-1614,Amoxicillin,Oncology,Ambient,4201,1358,33.35,9,Dover-Calais,2.2573448341961,20.3,92.8,0.0
PH-UK-1615,Salbutamol,Oncology,Ambient,1165,1372,323.26,9,Dover-Calais,2.1726514408006845,19.6,25.5,100.0
PH-UK-1616,Atorvastatin,Emergency,Cold Chain,2644,1456,203.22,14,Heathrow Air,1.1,15.4,54.5,37.2
